"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"SamLimaSl","TYF Ì†æÌ¥úÌ†ºÌøΩÌ†æÌ¥õÌ†ºÌøΩÌ†ºÌ∑≠Ì†ºÌ∑∫ @FluminenseFC",25456,708,10859,567,NA,"Samuca",2015-06-20 14:28:05,FALSE,FALSE,"SamLimaSl","Massachusetts, USA","pt","3336984191",2,FALSE,"http://pbs.twimg.com/profile_images/935338898842177536/SpcmWbkr_normal.jpg"
"ThurberTeam","Gardener, bureaucrat, following funny people & evidenced-based research data. Tweets my own, RT = Ì†ΩÌ±Ä, not Ì†ΩÌ±ç. Snark &  outrage in equal measure.
Ì†ºÌºéÌ†ºÌºû‚òîÌ†ΩÌ∞ù=Ì†ºÌº∑Ì†ºÌΩéÌ†ΩÌ±™Ì†ºÌºè",19499,142,9452,165,NA,"Jane Thurber",2013-04-22 09:56:14,FALSE,FALSE,"ThurberTeam","Swing State, Ameristan ","en","1371762505",16,FALSE,"http://pbs.twimg.com/profile_images/848564939358838785/TFcQnmLi_normal.jpg"
"DrAihanKuhn","Chinese Doctor, Natural Healing Author and Teacher, Tai Chi & Qi Gong Teacher Training Courses",289,121,2,39,"https://t.co/KLLuRdhpLu","Dr. Aihan Kuhn",2009-08-31 15:35:13,FALSE,FALSE,"DrAihanKuhn","Sarasota, FL","en","70420635",5,FALSE,"http://pbs.twimg.com/profile_images/678226421/DrKuhnTwitter1_normal.jpg"
"ZCarolipio","THAT IN ALL THINGS, GOD MAY BE GLORIFIED!",165455,1359,39561,460,NA,"Zen Carolipio",2015-09-05 17:02:17,FALSE,FALSE,"ZCarolipio","Manila, Philippines","en","3461305932",126,FALSE,"http://pbs.twimg.com/profile_images/744802519205896192/Y256cuL__normal.jpg"
"blkbry_XD","There's only 1 me no DUPLICATE..",278877,1399,244,527,"https://t.co/vrTEBw3V0e","Yawnik",2009-03-29 03:10:12,FALSE,FALSE,"blkbry_XD","NEW YORK, BROOKLYN","en","27368791",21,FALSE,"http://pbs.twimg.com/profile_images/938051083414450176/t8_K4pUB_normal.jpg"
"tp_flu","JC2/ÂêπÂ•èÊ•ΩÈÉ®/Tp/piano/„Ç∑„É≥„Çª„Çµ„Ç§„Ç∂„Éº/„Ç≥„É≥„Éû„Çπ/„Éê„É≥„Éâ/Ê≠å„ÅÑÊâã/ÂÆüÊ≥ÅËÄÖ/After the Rain",881,331,1168,276,NA,"„ÇÇ„Åµ„ÇÇ„Åµ",2016-08-15 11:50:41,FALSE,FALSE,"tp_flu","„Éô„ÉÉ„Éà","ja","765153736205275136",5,FALSE,"http://pbs.twimg.com/profile_images/966637641335676934/mstdH2I6_normal.jpg"
"HealthPolicyPtp","We are a specialist health policy consultancy. We provide a unique, seamless approach to help resolve the most complex issues facing our healthcare systems.",635,216,147,322,"https://t.co/WuHVoYoxMq","HPP",2015-02-06 09:44:24,FALSE,FALSE,"HealthPolicyPtp","London","en-gb","3021269776",14,FALSE,"http://pbs.twimg.com/profile_images/563693649540567040/EIit6prQ_normal.jpeg"
"arieELISSE","rip momo .. sc | suckmypicsss ‚ù£ A'Jah Lanay",36922,559,7114,297,NA,"XI ‚Ä¢ XIV",2014-01-06 16:15:35,FALSE,FALSE,"arieELISSE","","en","2279288288",4,FALSE,"http://pbs.twimg.com/profile_images/959509097988218880/I5iSFd6d_normal.jpg"
"Nkatii","Keep on Rising",1666,312,812,772,NA,"Nkati",2011-09-09 14:26:18,FALSE,FALSE,"Nkatii","Jozi","en","370719792",0,FALSE,"http://pbs.twimg.com/profile_images/940241020385574912/NyM4qB8Q_normal.jpg"
"ZenixBANS","Twitter oficial de banimentos do Zenix.",2990,3709,0,8,"https://t.co/wUIcT5cX0G","Zenix - BANS",2017-07-29 04:03:46,FALSE,FALSE,"ZenixBANS","","pt","891147209659609088",2,FALSE,"http://pbs.twimg.com/profile_images/957674979822395392/w9eEq9Ts_normal.jpg"
"graystiddy","hi im irrelevant",4556,854,7559,992,NA,"rachel",2017-06-03 21:43:35,FALSE,FALSE,"graystiddy","","en","871120201810534401",3,FALSE,"http://pbs.twimg.com/profile_images/961034625828077568/WG5JLoPf_normal.jpg"
"_wannnn","",46070,1286,4460,990,"https://t.co/xaeZg7EpuY","YoungOG‚ô†Ô∏è",2012-08-19 20:07:40,FALSE,FALSE,"_wannnn","NOLA‚öú ","en","768156342",4,FALSE,"http://pbs.twimg.com/profile_images/959215101315346434/Mu4_o_n-_normal.jpg"
"Iilharu","BFA Animator, Graphic Designer, freelance illustrator, and Concept artist. Savannah college of art & design (ATL) | For more info contact my manager @unikoala9",162,408,1200,170,"https://t.co/aTi2SBrcLD","haru",2016-06-10 03:36:43,FALSE,FALSE,"Iilharu","Los Angeles, CA  ‚úàÔ∏èAtlanta, GA","en","741111828558667782",4,FALSE,"http://pbs.twimg.com/profile_images/970530451797499904/S0oyCi0-_normal.jpg"
"Larry_Svenson","Epidemiology | Public Health | Health Policy | Health Services Research | Analytics | Big Data",3731,791,88,1488,NA,"Larry Svenson",2013-07-27 14:40:38,FALSE,FALSE,"Larry_Svenson","Edmonton, Canada","en","1625620532",147,FALSE,"http://pbs.twimg.com/profile_images/378800000457800149/858b95b3c265f85c9bc207d9b0fe8023_normal.jpeg"
"FF_Footwear","Bringing Heat to your Feet & Life to Every Sole. We Buy, Sell, and Restore old & new sneakers. IG @FF_Footwear Contact Us: funkyfreshfootwearllc@gmail.com",13422,3552,205,250,"https://t.co/UWKhWkcfDD","FunkyFreshFootwear",2013-10-14 19:28:11,FALSE,FALSE,"FF_Footwear","Florida, USA","en","714969760",33,FALSE,"http://pbs.twimg.com/profile_images/693635089574543360/7FU-lHyo_normal.jpg"
"jaazhajanae_","God is within her, she will not fail, he will help her at break of day",60275,1665,3188,1207,NA,"jaazhajanae‚ù£",2011-05-30 19:17:58,FALSE,FALSE,"jaazhajanae_","","en","308057433",5,FALSE,"http://pbs.twimg.com/profile_images/966154366964129792/e8QGPh-h_normal.jpg"
"radiobkg","Editor/reporter @gpbnews. Bylines: @npr @marketplace @hereandnow. Previously: @wpln @wbhm @wfdd.
@Guilfordcollege alum.",8564,1274,2940,1945,"https://t.co/wFBZCjTIMt","Bradley George",2012-05-28 22:52:50,FALSE,FALSE,"radiobkg","Atlanta, GA","en","593138512",63,FALSE,"http://pbs.twimg.com/profile_images/949315797318602752/y9r_806Z_normal.jpg"
"msinthemidwest","Wisconsin-based beauty & lifestyle blogger.   https://t.co/QMM7XOolea",4263,523,2013,420,"https://t.co/sRtMz4ZsJ6","Karly Anderson",2014-01-04 15:13:21,FALSE,FALSE,"msinthemidwest","","en","2262067180",46,FALSE,"http://pbs.twimg.com/profile_images/937026819324284930/qgBuXejH_normal.jpg"
"jeffmanji","Tricolor, marido da Maristela e pai do pequeno Jon Snow. =D",26752,541,2168,598,NA,"Jefferson Dutra",2009-03-16 23:03:17,FALSE,FALSE,"jeffmanji","Caic√≥ - RN","pt","24790437",21,FALSE,"http://pbs.twimg.com/profile_images/892202768701825024/ERQk2IPt_normal.jpg"
"CecilCollege","Welcome to the official Twitter page of Cecil College.",6432,1088,1123,147,"http://t.co/n6UZAgIgzh","Cecil College",2012-06-26 15:41:21,FALSE,FALSE,"CecilCollege","North East, Md.","en","619187551",25,FALSE,"http://pbs.twimg.com/profile_images/2352207028/uy3pkigbze7efwtj3fhf_normal.jpeg"
"analystlandnews","",2125,14,0,0,NA,"analyst land news",2016-08-02 14:36:46,FALSE,FALSE,"analystlandnews","","en","760484491555139584",1,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"enova_med","Enova Medical Group is a U.S. based Life Sciences integrated services provider. We help companies grow + build innovative teams. Join us!",763,64,1,302,"https://t.co/WtMXa0mrkG","EnovaMed",2017-02-04 19:55:56,FALSE,FALSE,"enova_med","Rockville, MD","en","827968955759390723",1,FALSE,"http://pbs.twimg.com/profile_images/875372320923066370/GJwByQHV_normal.jpg"
"hatchet1975","Enjoy the beauty in life and remove the ugly.  I don't buy followers and I'm real",25128,2374,17238,2457,NA,"Delta",2012-09-28 22:09:48,FALSE,FALSE,"hatchet1975","","en","851808528",172,FALSE,"http://pbs.twimg.com/profile_images/2660103014/dc8863bc04528eba546f4ceb43b5c12c_normal.jpeg"
"_1stbook","Fashion designer . singer/songwriter . producer #IMFINALLYGOINGTOHOWARDBITCHES Instagram: @1stbook",20916,485,8746,412,NA,"GENO",2010-07-22 17:32:26,FALSE,FALSE,"_1stbook","","en","169575259",8,FALSE,"http://pbs.twimg.com/profile_images/970546443625943040/bgmZuamb_normal.jpg"
"dabeard","Finding great audiences for great storytelling. Current writing: @Poynter @TheAtlantic Before: @WashingtonPost @AP @BostonGlobe beardwrites@gmail.com",64480,36437,54472,5632,"https://t.co/GWxL0YFFy8","David Beard",2009-04-02 04:14:41,FALSE,TRUE,"dabeard","Boston","en","28279637",1699,FALSE,"http://pbs.twimg.com/profile_images/3773956722/060a643d3de230a1dc983716fb91125f_normal.jpeg"
"jk_wash","Straight ole school flavor is what i like. Lets keep it warm and avoid the frost.",28611,175,357,617,NA,"Jk wash",2012-03-20 22:15:54,FALSE,FALSE,"jk_wash","Texas","en","531686758",12,FALSE,"http://pbs.twimg.com/profile_images/2061769620/image_normal.jpg"
"madison_embry","",13240,929,11652,446,NA,"maddy e",2012-01-21 17:20:47,FALSE,FALSE,"madison_embry","","en","470344675",0,FALSE,"http://pbs.twimg.com/profile_images/948244796921057282/A-paC_Th_normal.jpg"
"kathfed4","",780,15,1124,54,NA,"Kathy",2015-12-11 04:10:12,FALSE,FALSE,"kathfed4","","en","4444513215",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"marbinxd","expert in the art of shit posts",13714,439,14024,91,"https://t.co/eTMiALrJdQ","marbin",2015-10-28 21:01:36,FALSE,FALSE,"marbinxd","United States","en","4050309072",8,FALSE,"http://pbs.twimg.com/profile_images/968712322280775680/PGbbUS7O_normal.jpg"
"rrbelle","Left-handed. Photographer. Designer. Fashionist. Producer‚ù§Ô∏è@TheWho‚ô•Ô∏è#WHOLIGAN  #RockGirl (BlackShiva #TWD)Peace&Love‚òÆÔ∏è(haters=BLOCK) #educa√ß√£o #BomHumor Ì†ΩÌ±âÌ†ΩÌ∫´DM!",5100,4941,7705,134,NA,"‚ö°R–Øose‚ö°",2010-08-31 03:47:02,FALSE,FALSE,"rrbelle","S√£o Paulo/ Brasil","pt","185061739",52,FALSE,"http://pbs.twimg.com/profile_images/969350303144439808/qaCkz8cu_normal.jpg"
"charliep2006","Just me",36814,364,12280,639,NA,"suep",2010-11-23 19:04:41,FALSE,FALSE,"charliep2006","Dublin","en","219031179",60,FALSE,"http://pbs.twimg.com/profile_images/436366816945123328/QqiDZjDm_normal.jpeg"
"loveshamariiii","*Cardi voice* I‚Äôm from the muh‚Äôfuckin Bronx",13011,140,1580,105,"https://t.co/2JAShw5Wtz","unique j.",2014-12-21 07:26:14,FALSE,FALSE,"loveshamariiii","somewhere","en","2934820959",1,FALSE,"http://pbs.twimg.com/profile_images/787549566040244224/VaUqskvr_normal.jpg"
"TomHiter","Retired field grade US Army Airborne Ranger Infantry officer.  Retired educator.  Clergyman.  Husband/Father/Writer.  Mason.  Southerner.",7540,3531,1215,4430,NA,"Tom Hiter",2012-03-08 16:14:45,FALSE,FALSE,"TomHiter","Fairdealing, Kentucky, CSA","en","518635381",24,FALSE,"http://pbs.twimg.com/profile_images/1881868821/tom_small_normal.jpg"
"MelindaHamerMD","Working to cure malaria, Zika, Ebola, etc! EM doc, interest in global health security, mom x 5, Chief of Clinical Trials @ Walter Reed Army Inst. of Research",159,117,368,212,"https://t.co/scxTRF6fJC","Melinda Hamer",2011-10-14 21:43:07,FALSE,FALSE,"MelindaHamerMD","","en","390994254",1,FALSE,"http://pbs.twimg.com/profile_images/915318617272721408/X-U1Uvcd_normal.jpg"
"ffexowsx","^_^",4968,16,17,3,NA,"ffexowsx",2017-10-20 08:49:08,FALSE,FALSE,"ffexowsx","","zh-CN","921297220191662081",0,FALSE,"http://pbs.twimg.com/profile_images/921299688204075008/PJ_wMMCJ_normal.jpg"
"depreo","Always thinking one step ahead like a carpenter that builds stairs. -Andy Bernard",5947,358,16243,708,NA,"Anthony Depreo",2012-01-31 22:48:53,FALSE,FALSE,"depreo","Oxford, MS","en","479924265",3,FALSE,"http://pbs.twimg.com/profile_images/940287541994852355/eisPunrn_normal.jpg"
"growthcaplist","News and analysis of emerging growth company finance.",51116,273,1,81,"http://t.co/p0UlfGBIO9","Brett Goetschius",2012-04-27 21:56:49,FALSE,FALSE,"growthcaplist","San Francisco","en","564945815",27,FALSE,"http://pbs.twimg.com/profile_images/473958565627961344/Cixpobhn_normal.png"
"Chips_Says","School Teacher at Brookfield School...Ì†ºÌø´

Searching for my Charming Katherine Ì†ΩÌ¥éÌ†ΩÌ±∞",1516,505,1616,310,NA,"Mr.ChipsÌ†ΩÌµ¥",2017-03-06 14:29:20,FALSE,FALSE,"Chips_Says","Brookfield","en","838758397130452992",1,FALSE,"http://pbs.twimg.com/profile_images/951856841503408129/NBmjCRTI_normal.jpg"
"nersdvn","Bismillah SBMPTN 2018",15898,299,1601,749,"https://t.co/5hkDAxWkdR","sist",2016-07-14 19:01:02,FALSE,FALSE,"nersdvn","Bandung, Indonesia","en","753665625436807168",1,FALSE,"http://pbs.twimg.com/profile_images/970285686900244480/HnzzemrW_normal.jpg"
"JerryTaba","UNISA electrical engineering student, Growth Entrepreneur, Managing Director and Cofounder of Steelpoort Academics Network(NPO) and a hustler by birth!!!",22192,902,5603,272,NA,"Thabiso.",2013-04-17 20:51:04,FALSE,FALSE,"JerryTaba","","en","1360342412",42,FALSE,"http://pbs.twimg.com/profile_images/970755764162891778/3RObalyd_normal.jpg"
"Tk23BotBot7","7„Å§„ÇÅ„ÄÇÂÆáÂÆô‰∫∫„Å´Âá∫‰ºö„ÅÜ„ÄÇ",45868,78,1,7,NA,"Tk23BotBot7",2015-03-19 05:03:44,FALSE,FALSE,"Tk23BotBot7","","ja","3097148138",10,FALSE,"http://pbs.twimg.com/profile_images/578423651717898240/EVfO_Cv0_normal.jpg"
"angrynationalis","A key influencer on Twitter. A little left & a lot more right. A proud Nationalist who despises Globalists/CommunistsÌ†ΩÌ¥π",144072,2649,35042,1143,NA,"Angry Nationalist  Ì†ΩÌ¥π",2013-09-03 06:36:01,FALSE,FALSE,"angrynationalis","","en","1724568876",42,FALSE,"http://pbs.twimg.com/profile_images/822531127315349505/QqpkVgqa_normal.jpg"
"DoveymySunshine","Art is a way of life. life is just a big stage & the world is the audience. Never be afraid to put yourself out there. @DoveCameron is my sunshine",85894,1320,109129,728,NA,"happy Joshua‚òÄ",2016-08-07 20:58:51,FALSE,FALSE,"DoveymySunshine","Salem, NH","en","762392583695982592",81,FALSE,"http://pbs.twimg.com/profile_images/942105006681010177/ThrGz3Hu_normal.jpg"
"LegendaryWizbal","Small, slightly difficult to control, green, Wizard's capsule, ball of flaming death.",2281,145,478,109,NA,"Legendary Wizball",2015-10-19 10:35:49,FALSE,FALSE,"LegendaryWizbal","","en","3945962832",3,FALSE,"http://pbs.twimg.com/profile_images/667963504553410560/mAd0fNPu_normal.png"
"PreachermanRuss","Evangelist,Pastor,Teacher,Revivalist.For 26 Gospel years,I been preaching,teaching,leading,and touching,people  with the Gospel of Jesus Christ!!!",11216,460,4862,1350,NA,"Russell Conner",2011-06-04 12:59:36,FALSE,FALSE,"PreachermanRuss","","en","310841718",26,FALSE,"http://pbs.twimg.com/profile_images/485611563013779456/W9O0sCkr_normal.jpeg"
"doncollier","Lover of freedom & British way of life. Dyslexic, which is a disability. I will fight for Dyslexic rights. If your rude in your reply suck my ignoring you...",57380,1304,6556,2388,NA,"Don Collier",2008-05-01 22:55:20,FALSE,FALSE,"doncollier","","en","14620883",43,FALSE,"http://pbs.twimg.com/profile_images/528133072999288832/77IXo7LB_normal.png"
"JustinYantis","Former submariner, electrician, and offshore worker. Current college kid. Future biomedical engineer.",3830,114,5851,541,NA,"Justin Yantis",2013-05-31 12:01:54,FALSE,FALSE,"JustinYantis","Fort Worth, TX","en","1471969536",2,FALSE,"http://pbs.twimg.com/profile_images/925814958763290625/6j13ve8N_normal.jpg"
"delamed","To enhance the well being of the community through education & the promotion of public health",1360,237,282,316,"http://t.co/639qnJ8fO0","DE Academy of Med",2009-05-15 19:46:22,FALSE,FALSE,"delamed","Newark, Delaware","en","40316592",14,FALSE,"http://pbs.twimg.com/profile_images/2425575164/bviculmfu8zbn31bypgf_normal.jpeg"
"BlakeMTullos","Super duper! Just do it // Phil 4:13Ì†ΩÌ±ë",1919,323,5062,211,NA,"Blake Tullos",2012-10-24 19:27:22,FALSE,FALSE,"BlakeMTullos","Lantana, TX","en","902440176",1,FALSE,"http://pbs.twimg.com/profile_images/964584093731184640/fn4l3haI_normal.jpg"
"GysmanTess","This thick life chose me Ì†ΩÌ¥• Retweets are not endorsements Ì†ΩÌ∏Ä Ndingum Xhosa Ì†ΩÌ∏ù",36418,852,534,311,NA,"Savage",2014-02-08 19:28:14,FALSE,FALSE,"GysmanTess","Sandton","en","2332405461",13,FALSE,"http://pbs.twimg.com/profile_images/957656304872550407/-jb3aehR_normal.jpg"
"faktaJOSS","Tajam actual terpercaya",83346,660,14,3,NA,"raeL",2012-08-16 17:06:06,FALSE,FALSE,"faktaJOSS","","en","761924448",3,FALSE,"http://pbs.twimg.com/profile_images/2529523807/images_normal.jpg"
"BigWos","""So Trill and so sincere. Yeah, I'm both them there."" Kanye Apologist. Closteted Commie. Basketball Friend. @LeverageTheChat @BOMMPodcast @WosSpeaks #TBF",140162,14945,7250,998,"https://t.co/FAZhs6F7af","Wos",2009-03-17 03:05:48,FALSE,FALSE,"BigWos","NYC/LA","en","24828894",538,FALSE,"http://pbs.twimg.com/profile_images/918189923609411584/hN9SdZP4_normal.jpg"
"1Badasspoolboy","https://t.co/g0ftIJNNVz",93131,3137,75466,2127,"https://t.co/LiWjrNPq1P","Pool Boy",2015-12-16 19:04:45,FALSE,FALSE,"1Badasspoolboy","","en","4505788647",46,FALSE,"http://pbs.twimg.com/profile_images/966753905697869824/U5F8VLsF_normal.jpg"
"Latinaaa14","sc: @ maria.izabel18",52903,2838,13321,2853,NA,"mariaizabelÌ†ΩÌ∏º",2013-10-15 05:40:25,FALSE,FALSE,"Latinaaa14","New Orleans, LA","en","1962007027",8,FALSE,"http://pbs.twimg.com/profile_images/970663182506364931/OmeVAKhB_normal.jpg"
"PrincessMANDI3","I can do all things thru Christ Who strengthens me. My family's my life, it's sustained by Jesus: my Rock, my Salvation, my Lord. (Glad He planted me in TEXAS!)",4640,138,2963,159,NA,"AmandaFrancoAlvarado",2010-12-25 20:44:10,FALSE,FALSE,"PrincessMANDI3","Mathis, Texas (MTX) ","en","230516003",2,FALSE,"http://pbs.twimg.com/profile_images/665400141541711872/JtVkMANU_normal.jpg"
"goodvibesharry","I'm kinda into it",37460,4204,86095,130,"https://t.co/LW7FjlB5un",".",2014-03-05 19:48:20,FALSE,FALSE,"goodvibesharry","all the love ‚ô°","en","2386288697",11,FALSE,"http://pbs.twimg.com/profile_images/966869070762135552/7NkfuMFn_normal.jpg"
"ConversationUS","An independent news and commentary website with expertise from academics, edited by journalists. Free to read and republish.",41105,31710,4996,3980,"https://t.co/0qYf1nCVx2","The Conversation US",2014-08-15 01:59:25,FALSE,TRUE,"ConversationUS","Boston, MA","en","2733320850",1336,FALSE,"http://pbs.twimg.com/profile_images/522385642936758272/nt5_qWCZ_normal.png"
"Anneke_d_p","RT News|Politics|Opinions|Photography|Sport|Animal Welfare|Human Rights| the Environment. Passionate about justice & the rule of law. *No DMs thanks*",31336,1846,145798,1872,NA,"Anneke",2013-09-09 02:45:53,FALSE,FALSE,"Anneke_d_p","Australia","en","1838231437",95,FALSE,"http://pbs.twimg.com/profile_images/592306241092784128/4d1y69iz_normal.jpg"
"leonardoalvestr","22 anos. Capixaba. Tricolor de cora√ß√£o, gooner e torcedor do LA Lakers.",8627,100,4473,424,NA,"Leonardo Alves",2014-05-04 20:17:07,FALSE,FALSE,"leonardoalvestr","Vila Velha, Brasil","pt","2477362729",1,FALSE,"http://pbs.twimg.com/profile_images/956352951261548544/-r82hVl1_normal.jpg"
"jamendola","CEO for @AmendolaComm. An award-winning  PR & Marketing expert for a diversified healthcare, tech & professional services client base. 
https://t.co/IDrnqF71BA",9854,9685,99,4428,"http://t.co/7h4eflP53z","Jodi Amendola",2009-01-23 22:48:50,FALSE,FALSE,"jamendola","Scottsdale, AZ","en","19418708",239,FALSE,"http://pbs.twimg.com/profile_images/451906274041417729/7-EH_cyc_normal.jpeg"
"MKIKOHCS","(OCRP) potrayed by Kiko Mizuhara",6873,237,649,163,NA,"Tisha",2016-05-06 15:45:59,FALSE,FALSE,"MKIKOHCS","","id","728611778897141765",3,FALSE,"http://pbs.twimg.com/profile_images/970621787707867136/xrcVVZgR_normal.jpg"
"macdee1924","",11039,357,471,306,NA,"BraMo",2010-09-17 09:17:26,FALSE,FALSE,"macdee1924","South Africa","en","191770995",2,FALSE,"http://pbs.twimg.com/profile_images/962770606050725888/YRiGd_Fw_normal.jpg"
"Auribins","The Resilience Project creator, coaching the next generation of teachers - one by one!",189,30,116,37,NA,"David Gumbrell",2012-07-30 07:03:25,FALSE,FALSE,"Auribins","Fetcham, Surrey, UK","en","725499186",1,FALSE,"http://pbs.twimg.com/profile_images/935218207039860741/gfmyetJN_normal.jpg"
"JonEltonn","Bookaholic Ì†ΩÌ≥ö Ì†ΩÌ¥¥‚ö™‚ö´ @saopaulofc @LFC Ì†ΩÌ¥¥Ì†ΩÌ¥¥",30064,739,12889,550,NA,"Elton",2009-07-16 23:55:41,FALSE,FALSE,"JonEltonn","In The Land Of Gods & Monsters","pt","57487884",54,FALSE,"http://pbs.twimg.com/profile_images/970685679729565696/Gvp00-Rp_normal.jpg"
"ham1878","Positive Moaner, likes a brandy",35281,420,580,822,NA,"Wally",2011-02-21 18:11:47,FALSE,FALSE,"ham1878","","en","255604270",8,FALSE,"http://pbs.twimg.com/profile_images/957716367721025536/4fbUy-sM_normal.jpg"
"sitefutrio","Maior site especializado em futebol de todas as divis√µes do Rio de Janeiro. Siga-nos tamb√©m no Facebook: https://t.co/o9rYhyHLRZ",79294,18679,860,82,"https://t.co/7EBjOrqmVt","FutRio",2011-02-01 15:09:13,FALSE,FALSE,"sitefutrio","Rio de Janeiro","pt","245824043",109,FALSE,"http://pbs.twimg.com/profile_images/947815199997865984/--wTRpXZ_normal.jpg"
